feature,weight
lowlevel.mfcc.max[7].vocal,0.0016070693593924108
lowlevel.mfcc.max[8].vocal,0.013316200750196835
lowlevel.mfcc.max[9].vocal,0.012667466838909293
lowlevel.mfcc.max[10].vocal,0.009986576528391201
lowlevel.mfcc.max[11].vocal,0.010471993490404643
lowlevel.mfcc.max[12].vocal,0.01707990357351329
lowlevel.mfcc.max[13].vocal,0.0016070693593924108
lowlevel.mfcc.median[13].vocal,0.0016070693593924108
lowlevel.mfcc.min[4].vocal,0.03196672879917737
lowlevel.mfcc.min[7].vocal,0.012332832938764575
lowlevel.mfcc.var[1].vocal,0.022058317626182846
lowlevel.mfcc.var[3].vocal,0.012528390153855967
lowlevel.mfcc.var[4].vocal,0.01517870330623252
lowlevel.mfcc.var[5].vocal,0.0016070693593924108
lowlevel.mfcc.var[6].vocal,0.0016070693593924108
lowlevel.mfcc.var[7].vocal,0.009383570882859332
lowlevel.mfcc.var[8].vocal,0.0162691257299794
lowlevel.mfcc.var[9].vocal,0.0016070693593924108
lowlevel.mfcc.var[10].vocal,0.0016070693593924108
lowlevel.mfcc.var[11].vocal,0.0016070693593924108
lowlevel.mfcc.var[12].vocal,0.004179162295917941
lowlevel.spectral_contrast_coeffs.dvar2[1].vocal,0.036120290321427266
lowlevel.spectral_contrast_coeffs.dvar2[6].vocal,0.0016070693593924108
lowlevel.spectral_contrast_coeffs.kurt[4].vocal,0.0012066756396282858
lowlevel.spectral_contrast_coeffs.kurt[6].vocal,0.0012066756396282858
lowlevel.spectral_contrast_coeffs.max[4].vocal,0.009519820805389913
lowlevel.spectral_contrast_coeffs.median[6].vocal,0.019268299878921084
lowlevel.spectral_contrast_coeffs.min[1].vocal,0.0016070693593924108
lowlevel.spectral_contrast_coeffs.min[3].vocal,0.021205171678907564
lowlevel.spectral_contrast_coeffs.skew[6].vocal,0.0016070693593924108
lowlevel.spectral_contrast_coeffs.var[1].vocal,0.02691274313443993
lowlevel.spectral_contrast_coeffs.var[2].vocal,0.0016070693593924108
lowlevel.spectral_contrast_coeffs.var[4].vocal,0.0016070693593924108
lowlevel.spectral_contrast_coeffs.var[5].vocal,0.0016070693593924108
lowlevel.spectral_contrast_coeffs.var[6].vocal,0.0016070693593924108
lowlevel.spectral_contrast_valleys.dmean2[1].vocal,0.0016070693593924108
lowlevel.spectral_contrast_valleys.kurt[6].vocal,0.0012066756396282858
